link_id,row,verdict,status,priority,why_this_needs_you,flow,retiring_code,retiring_description,last_traded,value_cad,proposed_successor,proposed_successor_description,proposed_successor_first_traded,proposed_successor_last_traded,successor_began_at_the_boundary,successor_is_more_aggregate,months_gap,gap_named_by_the_record,suggested_decision,why_not_recommended,wording_match,shared_meaning_words,runner_up,runner_up_description,runner_up_first_traded,runner_up_last_traded,runner_up_wording_match,other_candidates_considered,official_record,closest_removed_candidate,closest_removed_description,closest_removed_first_traded,closest_removed_last_traded,closest_removed_wording_match,closest_removed_why,candidates_removed_on_meaning,record_overruled_gate,official_record_note,record_narrowed_note,best_candidate_passing_every_rule,best_candidate_description,best_candidate_wording_match,best_candidate_is_the_leftover_line,how_they_relate,family_of_the_retiring_code,family_evidence,class_residual_available,class_residual_description,class_residual_wording_match,same_wording_reappears_at,same_wording_reappears_from,same_wording_gap_months,substance_named_again_later,successor_also_retires,chain_ends_at,chain_hops,successor_swaps_a_term,term_in_the_retiring_code,term_in_the_successor,successor_was_carved_out_of_it,carved_out_term,carved_out_by,a_leftover_line_widened_here,widened_line,widened_line_added_terms,widened_line_rank,successor_co_traded_months,codes_never_considered,closest_never_considered,closest_never_considered_description,closest_never_considered_wording_match
imports:3004.40.10.00:1997-12,64,CONFIRM - the evidence supports this link,decide,4,two candidates are almost equally close,imports,3004.40.10.00,"Alkaloids or their derivs, cont more than 23% of abs ethyl alc by vol, in dosage",1997-12,207577.00,3004.40.00.80,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",1998-01,2011-12,yes,no,0,no,approve,,0.6351,0.2500,3004.40.00.90,"Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage",1998-01,2016-12,0.6184,5,no official source reaches this boundary,3003.40.00.00,"Alkaloids or their derivs, formulated, not cont antibiotics/hormones, in bulk",1998-01,2016-12,0.5166,dose form,3003.40.00.00 (dose form),none,no official source reaches 199801,,,,,,a catch-all line that may cover it,,,,,,,,,yes,,,,no,,,no,,,no,,,,,237,3004.32.00.10,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",0.7867
imports:3006.80.90.41:2006-10,65,ANALYST - a candidate is shown but NOT recommended,decide,4,two candidates are almost equally close,imports,3006.80.90.41,Waste pharmaceuticals of the goods of subheadings 3004.10 to 3004.39,2006-10,171.00,3006.80.90.50,Waste pharmaceuticals of the goods of heading 30.05,2002-04,2006-12,no,no,0,no,none,"the code proposed here stops trading 2 months after the one it would replace, so the two ended in the same restructuring and neither received the other's trade. Following the chain, the trade appears to end at 3006.92.00.00.",0.8235,0.3000,3006.80.90.60,Waste pharmaceuticals of the goods of heading 30.06,2002-01,2006-12,0.8235,2,the WCO correlation names a subheading no candidate trades under,,,,,,,none,none,"the WCO 2002 to 2007 correlation sends this subheading to 300692, which no candidate trades under","THE OFFICIAL RECORD NARROWED THIS ROW: the WCO 2002 to 2007 correlation sends this subheading to 300692, which no candidate trades under. The proposal rests on the correlation table and not on wording alone. The tables map six digits to six digits, so the record chose the SUBHEADING; the statistical line beneath it is still the analyst's.",,,,,different class,Waste pharmaceuticals,"asserted, unsourced",,,,,,,yes,"yes, within 2 months",3006.92.00.00,2,no,,,no,,,no,,,,53,230,3006.92.00.00,"Waste pharmaceuticals, nes",0.5161
imports:3002.90.00.10:2021-12,66,CONFIRM - the evidence supports this link,decide,1,"a list lost an item, or one code is the leftover case of the other",imports,3002.90.00.10,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",2021-12,825580243.00,3002.90.00.20,"Toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",2022-01,2026-06,yes,yes,0,no,approve,,0.9466,0.8571,3002.90.00.90,"Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",2017-01,2026-06,0.3221,3,a tariff schedule was read and ruled nothing out,,,,,,,none,none,"the 2022 schedule holds every candidate, so it excludes none",,,,,,unknown,,derived from the tariff block,,,,,,,yes,,,,no,,,no,,,yes,3002.90.00.90,"antisera, cell, culture, etc, vaccines",2,,110,3005.90.00.20,"Dressings & sim articles, coated or impreg w pharm substances, nes",0.3969
imports:3004.40.00.90:2016-12,67,ANALYST - a candidate is shown but NOT recommended,decide,5,no candidate is close on wording,imports,3004.40.00.90,"Non-narc veg alkaloids or their non-narc derivatives,nes,for human use,in dosage",2016-12,584366588.00,3004.49.00.90,"Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",2017-01,2026-06,yes,no,0,no,none,"the subheading is gone and no wording is close, so the goods may have left Chapter 30 entirely",0.3924,0.0417,3004.41.00.00,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",2017-01,2026-05,0.3145,2,the record bounds the answer to a short list,,,,,,,none,none,named by Canada's concordance at 201701,,,,,,same class,Non-narcotic vegetable alkaloids,"asserted, unsourced",,,,,,,yes,,,,no,,,no,,,no,,,,,71,3002.20.00.90,"Vaccines, nes, for human medicine",0.4324
imports:3002.90.00.50:2021-12,68,ANALYST - a candidate is shown but NOT recommended,decide,5,no candidate is close on wording,imports,3002.90.00.50,Micro-organisms cultures,2021-12,257772832.00,3002.49.00.10,"Cultures, of micro-organisms (excluding yeasts) and similar products",2022-01,2026-06,yes,no,0,no,none,"a candidate exists but its wording is below the 0.50 review threshold, so the method sends it on without a recommendation",0.4719,0.4286,3002.90.00.90,"Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",2017-01,2026-06,0.2885,3,a tariff schedule was read and ruled nothing out,,,,,,,none,none,"the 2022 schedule holds every candidate, so it excludes none",,,,,,unknown,Micro-organism cultures,"asserted, unsourced",3002.90.00.90,"Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes (0.2885)",0.2885,,,,yes,,,,no,,,no,,,yes,3002.90.00.90,"antisera, cell, culture, etc, vaccines",2,,110,3001.90.00.10,Heparin and its salts,0.4444
imports:3004.39.00.10:2011-12,69,ANALYST - a candidate is shown but NOT recommended,decide,5,no candidate is close on wording,imports,3004.39.00.10,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",2011-12,220635457.00,3004.39.00.11,"Medi,cont epinephrine/solutions/pituitary extracts,doses/frs,o/t No 30.02/05/06",2012-01,2026-06,yes,no,0,no,none,"a candidate exists but its wording is below the 0.50 review threshold, so the method sends it on without a recommendation",0.4737,0.0870,3004.39.00.19,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",2012-01,2026-06,0.2517,1,the record bounds the answer to a short list,,,,,,,none,none,named by Canada's concordance at 201201,,,,,,same class,Hormones,"asserted, unsourced",3004.39.00.19; 3004.39.00.90,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes (0.2517); Medi,cont hormones/prod No 29.37,f vet use,doses/pack frs,o/t No 30.02/05/06,nes (0.2484)",0.2517,,,,yes,,,,no,,,no,,,yes,3004.39.00.90,"29, 37, containing, prod, products, retail, sale, than",3,,153,3002.42.00.10,Vaccines agnst foot and mth disse;vacc prepr for parentl admin;bovi intrnsl vacc,0.5098
imports:3003.40.00.00:2016-12,70,ANALYST - a candidate is shown but NOT recommended,decide,5,no candidate is close on wording,imports,3003.40.00.00,"Alkaloids or their derivs, formulated, not cont antibiotics/hormones, in bulk",2016-12,112415829.00,3003.49.00.00,"Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",2017-01,2026-06,yes,no,0,no,none,"the subheading is gone and no wording is close, so the goods may have left Chapter 30 entirely",0.3529,0.0909,3003.43.00.00,"Medicaments,cont norephedrine/salts,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",2017-01,2025-06,0.2876,2,the record bounds the answer to a short list,,,,,,,none,none,named by Canada's concordance at 201701,,,,,,a catch-all line that may cover it,Vegetable alkaloids,"asserted, unsourced",,,,,,,yes,,,,no,,,no,,,no,,,,,121,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",0.4079
exports:3002.90.20:2016-11,71,ANALYST - a candidate is shown but NOT recommended,decide,5,no candidate is close on wording,exports,3002.90.20,Saxitoxin,2016-11,10613008.00,3002.90.10,Ricin,1997-12,2026-06,no,no,0,no,none,"a candidate exists but its wording is below the 0.50 review threshold, so the method sends it on without a recommendation",0.4286,0.0000,3002.90.90,"Human blood;anml blood therap/prophltc/diag uses;toxins,micro-orga cult,sim,nes",1997-01,2026-06,0.1364,0,a tariff schedule was read and ruled nothing out,,,,,,,none,none,"the 2016 to 2017 schedule holds every candidate, so it excludes none",,3002.90.90,"Human blood;anml blood therap/prophltc/diag uses;toxins,micro-orga cult,sim,nes",0.1364,no,different family,Toxins,"asserted, unsourced",,,,,,,NO,yes,3002.90.90,3,no,,,no,,,no,,,,226,53,3006.50.00,First-aid boxes and kits,0.3030
exports:3003.40.00:2016-11,72,ANALYST - a candidate is shown but NOT recommended,decide,5,no candidate is close on wording,exports,3003.40.00,"Alkaloids or their derivs, formltd, not cntg antibiotics or hormones, in bulk",2016-11,2243690.00,3003.49.00,"Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",2018-05,2026-06,no,no,17,yes,none,"the subheading is gone and no wording is close, so the goods may have left Chapter 30 entirely",0.3399,0.0435,3003.42.00,"Medicaments,cont pseudoephedrine/sa,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",2019-05,2024-09,0.3007,2,the record bounds the answer to a short list,,,,,,,none,none,"bounded by the official record, action constrain",,,,,,a catch-all line that may cover it,Vegetable alkaloids,"asserted, unsourced",,,,,,,yes,,,,no,,,no,,,no,,,,,46,3004.40.00,"Alkaloids or their derivs, not cntg antibiotics or hormones, in dosage",0.8732
exports:3002.11.00:2021-11,73,ANALYST - a candidate is shown but NOT recommended,decide,5,no candidate is close on wording,exports,3002.11.00,Malaria diagnostic test kits,2021-11,450273.00,3002.90.90,"Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",1997-01,2026-06,no,no,0,no,none,"the WCO correlation table for this revision sends the whole subheading OUT of Chapter 30, so no code in this chapter is its successor. The candidates below are shown because the answer still has to be recorded, not because any of them qualifies. Expected answer: reject, with the successor written `none`.",0.3519,0.0667,3002.15.00,"Immunological products, put up in measured doses/forms/packings, for retail sale",2017-01,2026-06,0.3019,12,the WCO correlation sends this subheading OUT of Chapter 30,,,,,,,none,none,"the WCO 2017 to 2022 correlation sends this subheading to 382211, outside Chapter 30",,,,,,a catch-all line that may cover it,Diagnostic reagents,"asserted, unsourced",,,,,,,yes,,,,no,,,no,,,no,,,,297,35,3006.50.00,First-aid boxes and kits,0.4615
imports:3003.39.91.00:1997-07,74,ANALYST - a candidate is shown but NOT recommended,decide,5,no candidate is close on wording,imports,3003.39.91.00,"Hormones, containing more than 23% of absolute ethyl alcohol by volume, in bulk",1997-07,10184.00,3003.39.00.90,"Hormones, nes, not containing antibiotics, in bulk, o/t contraceptives",1998-01,2011-12,no,no,5,no,none,"a candidate exists but its wording is below the 0.50 review threshold, so the method sends it on without a recommendation",0.4507,0.2500,3003.39.99.00,"Hormones, nes, not cont antibiotics, in bulk, o/t contraceptives",1988-01,1997-12,0.3824,2,no official source reaches this boundary,3003.39.00.00,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",2012-01,2026-06,0.3205,continuity,3003.39.00.00 (continuity),none,no official source reaches 199708,,,,,,same class,Hormones,"asserted, unsourced",,,,,,,yes,,,,no,,,no,,,no,,,,,353,3003.90.00.20,"Medicaments, nes, cont more than 23% of absolute ethyl alcohol by volume,in bulk",0.8627
exports:3004.90.00:2017-12,75,ANALYST - a candidate is shown but NOT recommended,decide,6,"the wording and the meaning both match, please spot check",exports,3004.90.00,"Medicaments,nes,therap/prophltc uses,doses/pack f retail sale,o/t No 30.02/05/06",2017-12,67033315697.00,3004.60.00,"Medicaments,cont antimalarial active principles,in doses/frs,o/t No 30.02/05/06",2017-01,2026-06,no,no,0,no,none,"a different code, 3004.90.90, carries this description word for word from 2018-01, 0 month(s) after this one stopped. Either that is the renumbering or the proposal is, and the wording cannot separate them.",0.5660,0.5556,,,,,,0,the record bounds it and this row needs a ruling,,,,,,,none,none,"bounded by the official record, action constrain_and_rule",,,,,,unknown,,,,,,3004.90.90,2018-01,0,,,,,no,,,no,,,no,,,,10,49,3003.90.00,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",0.8931
imports:3002.10.00.90:2016-12,76,ANALYST - a candidate is shown but NOT recommended,decide,6,"the wording and the meaning both match, please spot check",imports,3002.10.00.90,"Antisera,o blood fract,immunological prod,w/n mod/obt biotechnological proc,nes",2016-12,7588057599.00,3002.19.00.00,"Immunological products, nes, w/n modified/obtained by biotechnological processes",2017-01,2021-12,yes,yes,0,no,none,"the subheading is gone and nothing left in the chapter shares the meaning, so the goods may have left Chapter 30 entirely",0.6879,0.2308,3002.13.00.00,"Immunological products, unmixed, not put up in measured doses/forms/packings frs",2017-01,2026-06,0.4076,3,the record bounds the answer to a short list,,,,,,,none,none,named by Canada's concordance at 201701,,,,,,different class,Blood products,"asserted, unsourced",,,,,,,yes,yes,3002.15.00.00,2,no,,,no,,,no,,,,,102,3005.90.00.30,"Surgical dressings, not stitched or o/w mfd, not coated/impreg w pharm subs, nes",0.3974
imports:3004.90.00.35:2017-12,77,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.90.00.35,"Agents,acting on central nervous system,hum use,doses/frs,o/t No 30.02/05/06,nes",2017-12,6760065602.00,3004.90.00.26,"Agents,acting on central nervous system,hum use,doses/frs,o/t No 30.02/05/06,nes",2018-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,3004.90.00.29,"Medi,acting on central nervous system,human use,doses/frs,o/t No 30.02/05/06,nes",2018-01,2026-06,0.9375,24,a tariff schedule was read and ruled nothing out,3004.90.00.90,"Medicaments,f veterinary use,doses/packings f retail sale,o/t No 30.02/05/06,nes",2012-01,2026-06,0.6000,use,3004.90.00.90 (use),none,"the 2018 schedule holds every candidate, so it excludes none",,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,98,3004.39.00.19,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",0.6456
imports:3004.90.00.32:2017-12,78,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.90.00.32,"Antidepressants & tranquilizers,f human use,in doses/pack frs,o/t No 30.02/05/06",2017-12,6525417842.00,3004.90.00.23,"Antidepressants & tranquilizers,f human use,in doses/pack frs,o/t No 30.02/05/06",2018-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,3004.90.00.24,"Antihypertensive agents, for human use, in doses/packings frs,o/t No 30.02/05/06",2018-01,2026-06,0.7821,24,a tariff schedule was read and ruled nothing out,3004.90.00.90,"Medicaments,f veterinary use,doses/packings f retail sale,o/t No 30.02/05/06,nes",2012-01,2026-06,0.6076,use,3004.90.00.90 (use),none,"the 2018 schedule holds every candidate, so it excludes none",,,,,,the same commodity under a new number,"Medicaments, for human use, acting on the nervous system, in dosage, nes",derived from the tariff block,,,,,,,yes,,,,no,,,no,,,no,,,,,98,3004.39.00.13,"Medi,cont unmixed single estrogens,for human,doses/pack frs,o/t No 30.02/05/06",0.6795
imports:3004.90.00.39:2017-12,79,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.90.00.39,"Medi,acting on central nervous system,human use,doses/frs,o/t No 30.02/05/06,nes",2017-12,3792547257.00,3004.90.00.29,"Medi,acting on central nervous system,human use,doses/frs,o/t No 30.02/05/06,nes",2018-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,3004.90.00.26,"Agents,acting on central nervous system,hum use,doses/frs,o/t No 30.02/05/06,nes",2018-01,2026-06,0.9375,24,a tariff schedule was read and ruled nothing out,3004.90.00.90,"Medicaments,f veterinary use,doses/packings f retail sale,o/t No 30.02/05/06,nes",2012-01,2026-06,0.6125,use,3004.90.00.90 (use),none,"the 2018 schedule holds every candidate, so it excludes none",,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,98,3004.39.00.19,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",0.7215
imports:3004.90.00.33:2017-12,80,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.90.00.33,"Antihypertensive agents, for human use, in doses/packings frs,o/t No 30.02/05/06",2017-12,2694917989.00,3004.90.00.24,"Antihypertensive agents, for human use, in doses/packings frs,o/t No 30.02/05/06",2018-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,3004.90.00.25,"Antihistaminic agents, for human use, in doses/packings frs, o/t No 30.02/05/06",2018-01,2026-06,0.9091,24,a tariff schedule was read and ruled nothing out,3004.90.00.90,"Medicaments,f veterinary use,doses/packings f retail sale,o/t No 30.02/05/06,nes",2012-01,2026-06,0.6456,use,3004.90.00.90 (use),none,"the 2018 schedule holds every candidate, so it excludes none",,,,,,the same commodity under a new number,"Medicaments, for human use, acting on the nervous system, in dosage, nes",derived from the tariff block,,,,,,,yes,,,,no,,,no,,,no,,,,,98,3004.39.00.13,"Medi,cont unmixed single estrogens,for human,doses/pack frs,o/t No 30.02/05/06",0.7179
imports:3004.90.00.31:2017-12,81,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.90.00.31,"Analgesics, for human use, in doses/packings for retail sale, o/t No 30.02/05/06",2017-12,2089844029.00,3004.90.00.22,"Analgesics, for human use, in doses/packings for retail sale, o/t No 30.02/05/06",2018-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,3004.90.00.43,"Antacids, for human use, in doses/packings for retail sale, o/t No 30.02/05/06",1998-01,2026-06,0.9474,24,a tariff schedule was read and ruled nothing out,3004.90.00.90,"Medicaments,f veterinary use,doses/packings f retail sale,o/t No 30.02/05/06,nes",2012-01,2026-06,0.7643,use,3004.90.00.90 (use),none,"the 2018 schedule holds every candidate, so it excludes none",,,,,,the same commodity under a new number,"Medicaments, for human use, acting on the nervous system, in dosage, nes",derived from the tariff block,,,,,,,yes,,,,no,,,no,,,no,,,,,98,3004.31.00.00,"Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",0.7273
imports:3004.90.99.89:1997-12,82,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.90.99.89,"Medicaments nes, for human use, in dosage",1997-12,1883788320.00,3004.90.00.79,"Medicaments nes, for human use, in dosage",1998-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,3004.90.00.43,"Antacids, for human use, in dosage",1998-01,2026-06,0.7887,25,no official source reaches this boundary,3004.90.00.89,"Medicaments nes, for veterinary use, in dosage",1998-01,2011-12,0.8434,use,3004.90.00.89 (use); 3004.90.00.90 (continuity;use); 3004.90.00.81 (use); 3004.90.00.25 (continuity); 3004.90.00.24 (continuity); 3004.90.00.23 (continuity); 3004.90.00.22 (continuity); 3004.90.00.29 (continuity); 3004.90.00.27 (continuity); 3004.90.00.21 (continuity); 3004.90.00.26 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,,,,,no,,,no,,,no,,,,,207,3004.32.00.82,"Betamethasone, for human use, in dosage",0.8421
